sku,title,URL,price,upc,discount
#36727,Bottle Tag - Drink The Red,https://wholesale.primitivesbykathy.com/bottle-tag-drink-the-red-36727,$1.75,883504367271,$1.57
#37330,Ornament - Short Snowman,https://wholesale.primitivesbykathy.com/ornament-short-snowman-37330,$5.00,883504373302,$4.50
#32420,Slat Ornament - Believe,https://wholesale.primitivesbykathy.com/slat-ornament-believe-32420,$3.00,883504324205,$2.70
#29297,String Lights - Glass Bulb,https://wholesale.primitivesbykathy.com/string-lights-glass-bulb-29297,$7.50,883504292979,
#37652,Inset String Art Box Sign - You Are My Sunshine,https://wholesale.primitivesbykathy.com/inset-string-art-box-sign-you-are-my-sunshine-37652,$15.00,883504376525,$13.50
#33711,Chunky Sitter Set - Cats,https://wholesale.primitivesbykathy.com/chunky-sitter-set-cats-33711,$13.50,883504337113,$12.15
#31677,Bottle Tag - Wine Tasting,https://wholesale.primitivesbykathy.com/bottle-tag-wine-tasting-31677,$1.75,883504316774,$1.57
#101374,List Notepad - Santa,https://wholesale.primitivesbykathy.com/list-notepad-santa-101374,$1.75,190134013745,$1.57
#17434,Box Sign - Remove Your Shoes,https://wholesale.primitivesbykathy.com/box-sign-remove-your-shoes-17434,$12.00,883504174343,$10.80
#101054,Dish Towel - Be Joyful,https://wholesale.primitivesbykathy.com/dish-towel-be-joyful-101054,$7.50,190134010546,$6.75
#36891,Box Frame - Live Love Ride,https://wholesale.primitivesbykathy.com/box-frame-live-love-ride-36891,$12.50,883504368919,$11.25
#38920,Chalk Sign - My Greatest Blessings Call Me Grammy,https://wholesale.primitivesbykathy.com/chalk-sign-my-greatest-blessings-call-me-grammy-38920,$4.00,883504389204,$3.60
#34722,Stitched Block - It's Cold,https://wholesale.primitivesbykathy.com/stitched-block-its-cold-34722,$2.75,883504347228,$2.48
#23581,Box Sign - Grandparents,https://wholesale.primitivesbykathy.com/box-sign-grandparents-23581,$17.00,883504235815,$15.30
#39655,Ornament - Be Jolly,https://wholesale.primitivesbykathy.com/ornament-be-jolly-39655,$2.50,883504396554,$2.25
#34396,Canvas Sign - I Go,https://wholesale.primitivesbykathy.com/canvas-sign-i-go-34396,$14.50,883504343961,$13.05
#39868,Inset String Art - Live Happy,https://wholesale.primitivesbykathy.com/inset-string-art-live-happy-39868,$15.00,883504398688,$8.55
#34684,String Art - Prone to Wander,https://wholesale.primitivesbykathy.com/string-art-prone-to-wander-34684,$14.50,883504346849,$13.05
#37847,Easel - You Make My Heart Happy,https://wholesale.primitivesbykathy.com/easel-you-make-my-heart-happy-37847,$4.50,883504378475,$5.40
#101280,Box Sign - Let's Stay Home,https://wholesale.primitivesbykathy.com/box-sign-lets-stay-home-101280,$15.00,190134012809,$13.50
#39400,Chunky Sitter - Home Sweet Home,https://wholesale.primitivesbykathy.com/chunky-sitter-home-sweet-home-39400,$18.50,883504394000,$16.65
#36827,String Art - Heart,https://wholesale.primitivesbykathy.com/string-art-heart-36827,$7.50,883504368278,$6.75
#39658,Ornament - Be Merry,https://wholesale.primitivesbykathy.com/ornament-be-merry-39658,$2.50,883504396585,$2.25
#101175,Block Sign - Make Today Ridiculously Amazing,https://wholesale.primitivesbykathy.com/block-sign-make-today-ridiculously-amazing-101175,$4.50,190134011758,$4.05
#21810,Ornament Set - Multi Mini Balls,https://wholesale.primitivesbykathy.com/ornament-set-multi-mini-balls-21810,$12.00,883504218108,$10.80
#37754,Pillow - Love,https://wholesale.primitivesbykathy.com/pillow-love-37754,$12.50,883504377546,$11.25
#38986,Ornament Set - Tis The Season,https://wholesale.primitivesbykathy.com/ornament-set-tis-the-season-38986,$6.50,883504389860,$5.85
#21786,Glass Ornament - Snowflake,https://wholesale.primitivesbykathy.com/glass-ornament-snowflake-21786,$2.00,883504217866,$1.80
#100433,Mini Frame - Merry Beachy Christmas,https://wholesale.primitivesbykathy.com/mini-frame-merry-beachy-christmas-100433,$1.75,190134004330,$2.70
#37936,Zipper Pouch - Velvet Indigo,https://wholesale.primitivesbykathy.com/zipper-pouch-velvet-indigo-37936,$7.50,883504379366,$6.75
#39932,Mini Frame - First My Mother Forever My Friend,https://wholesale.primitivesbykathy.com/mini-frame-first-my-mother-forever-my-friend-39932,$3.00,883504399326,$2.70
#101224,Inset Slat Box Sign - Be Merry,https://wholesale.primitivesbykathy.com/inset-slat-box-sign-be-merry-101224,$9.50,190134012243,$8.55
#32304,Bottle Tag - White Christmas,https://wholesale.primitivesbykathy.com/bottle-tag-white-christmas-32304,$1.75,883504323048,$1.57
#38669,Placemat - Chevron Cream,https://wholesale.primitivesbykathy.com/placemat-chevron-cream-38669,$7.50,883504386692,$3.60
#39209,Plaque Frame - Adopt A Positive Attitude,https://wholesale.primitivesbykathy.com/plaque-frame-adopt-a-positive-attitude-39209,$24.50,883504392099,$5.40
#35054,Dish Towel Set - I Love You,https://wholesale.primitivesbykathy.com/dish-towel-set-i-love-you-35054,$7.50,883504350549,$6.75
#28921,Pillow - All Floating,https://wholesale.primitivesbykathy.com/pillow-all-floating-28921,$12.00,883504289214,$14.85
#101066,Ornament - Snowflake Ball,https://wholesale.primitivesbykathy.com/ornament-snowflake-ball-101066,$3.50,190134010669,$3.15
#37966,Patch - Cupcakes Muffins That Believe,https://wholesale.primitivesbykathy.com/patch-cupcakes-muffins-that-believe-37966,$12.00,883504379663,$2.25
#30521,Pillow - Super Texas,https://wholesale.primitivesbykathy.com/pillow-super-texas-30521,$24.50,883504305211,$22.05
#29409,Five Point Star Bulb Décor,https://wholesale.primitivesbykathy.com/five-point-star-bulb-d-233-cor-29409,$5.00,883504294096,$8.55
#39508,String Art - He Stole Her Heart,https://wholesale.primitivesbykathy.com/string-art-he-stole-her-heart-39508,$12.00,883504395083,$10.80
#101173,Photo Block - We're Too Fabulous To Fit In,https://wholesale.primitivesbykathy.com/photo-block-were-too-fabulous-to-fit-in-101173,$4.50,190134011734,$4.05
#38084,Reverse Box Sign - Two Hearts One Love,https://wholesale.primitivesbykathy.com/reverse-box-sign-two-hearts-one-love-38084,$6.00,883504380843,$5.40
#36997,Stitched Block - Easter Egg Hunts Prove That,https://wholesale.primitivesbykathy.com/stitched-block-easter-egg-hunts-prove-that-36997,$5.00,883504369978,$2.48
#101085,Mama Polar Bear,https://wholesale.primitivesbykathy.com/mama-polar-bear-101085,$5.00,190134010850,$4.50
#34872,Chunky Sitter - Happy Campers,https://wholesale.primitivesbykathy.com/chunky-sitter-happy-campers-34872,$6.00,883504348720,$5.40
#39304,Magnet Set - Live Wild & Free,https://wholesale.primitivesbykathy.com/magnet-set-live-wild-free-39304,$5.00,883504393041,$4.50
#27890,"Charm - Peace, Love, S'mores",https://wholesale.primitivesbykathy.com/charm-peace-love-smores-27890,$5.00,883504278904,$2.70
#101020,Jack - O - Skeleton,https://wholesale.primitivesbykathy.com/jack-o-skeleton-101020,$5.00,190134010201,$15.75
#22917,Pine Cone Twig - 40L Small,https://wholesale.primitivesbykathy.com/pine-cone-twig-40l-small-22917,$18.50,883504229173,
#25296,Snowman Sitter - Fat Boy,https://wholesale.primitivesbykathy.com/snowman-sitter-fat-boy-25296,$6.00,883504252966,$5.40
#37802,Enamel Pin - No Good Reason To Act My Age,https://wholesale.primitivesbykathy.com/enamel-pin-no-good-reason-to-act-my-age-37802,$18.50,883504378024,$3.38
#27073,Pillow - American Flag,https://wholesale.primitivesbykathy.com/pillow-american-flag-27073,$16.50,883504270731,$14.85
#35816,Slat Ornament - Spooks,https://wholesale.primitivesbykathy.com/slat-ornament-spooks-35816,$18.50,883504358163,$2.70
#30057,Box Sign - If You Ate Today Thank A Farmer,https://wholesale.primitivesbykathy.com/box-sign-if-you-ate-today-thank-a-farmer-30057,$10.00,883504300575,$9.00
#37911,Block Sign - Be You Tiful,https://wholesale.primitivesbykathy.com/block-sign-be-you-tiful-37911,$18.50,883504379113,$4.50
#39900,Countdown Block - Days Until Christmas,https://wholesale.primitivesbykathy.com/countdown-block-days-until-christmas-39900,$18.50,883504399005,$16.65
#24174,Hinged Frame - My Dad,https://wholesale.primitivesbykathy.com/hinged-frame-my-dad-24174,$14.50,883504241748,$5.40
#36706,Magnet Set - Being Naughty,https://wholesale.primitivesbykathy.com/magnet-set-being-naughty-36706,$5.00,883504367066,$4.50
#28849,Stocking - Here Comes Santa,https://wholesale.primitivesbykathy.com/stocking-here-comes-santa-28849,$14.50,883504288491,$13.05
#35553,Chunky Sitter - Mermaid,https://wholesale.primitivesbykathy.com/chunky-sitter-mermaid-35553,$8.50,883504355537,$7.65
#100937,Chunky Sitter - Today Is A Good Day For A Good Day,https://wholesale.primitivesbykathy.com/chunky-sitter-today-is-a-good-day-for-a-good-day-100937,$4.50,190134009373,$4.05
#39238,Bottle Tag - Wine Can Make Me Care About Football,https://wholesale.primitivesbykathy.com/bottle-tag-wine-can-make-me-care-about-football-39238,$4.50,883504392389,$1.57
#36168,Woven Wall Hanging - Home For Christmas,https://wholesale.primitivesbykathy.com/woven-wall-hanging-home-for-christmas-36168,$14.50,883504361682,$11.25
#37792,Pillow - Home Sweet Home,https://wholesale.primitivesbykathy.com/pillow-home-sweet-home-37792,$14.50,883504377928,$13.05
#38332,String Art Photo Clip Frame - Family,https://wholesale.primitivesbykathy.com/string-art-photo-clip-frame-family-38332,$12.50,883504383325,$22.05
#39928,Box Frame - Mom Means Everything,https://wholesale.primitivesbykathy.com/box-frame-mom-means-everything-39928,$14.00,883504399289,$11.25
#36766,Slat Box Sign - Happiness Is Being In Love,https://wholesale.primitivesbykathy.com/slat-box-sign-happiness-is-being-in-love-36766,$12.50,883504367660,$11.25
#32272,Vint. Wreath - Red Santa,https://wholesale.primitivesbykathy.com/vint-wreath-red-santa-32272,$9.50,883504322720,$8.55
#21684,Pillow - Happy Place (9 Brown Stripes),https://wholesale.primitivesbykathy.com/pillow-happy-place-9-brown-stripes-21684,$11.50,883504216845,$10.35
#33775,Pillow - Super North Pole,https://wholesale.primitivesbykathy.com/pillow-super-north-pole-33775,$24.50,883504337755,$22.05
#31155,Box Frame - Will Never Leave,https://wholesale.primitivesbykathy.com/box-frame-will-never-leave-31155,$12.50,883504311557,$11.25
#26009,Mini Frame Set - Flip Flop,https://wholesale.primitivesbykathy.com/mini-frame-set-flip-flop-26009,$14.00,883504260091,$12.60
#34706,Box Sign - Dog,https://wholesale.primitivesbykathy.com/box-sign-dog-34706,$4.50,883504347068,$4.05
#38207,Box Sign - Home Of The Free Because Of The Brave,https://wholesale.primitivesbykathy.com/box-sign-home-of-the-free-because-of-the-brave-38207,$8.00,883504382076,$7.20
#33170,String Art - Don't Look Back You're Not Going,https://wholesale.primitivesbykathy.com/string-art-dont-look-back-youre-not-going-33170,$11.50,883504331708,$10.35
#38266,Pillow - Beach Life Is The Best Life,https://wholesale.primitivesbykathy.com/pillow-beach-life-is-the-best-life-38266,$16.50,883504382663,$14.85
#39670,Shaped Sitter - Camper - Merry Christmas,https://wholesale.primitivesbykathy.com/shaped-sitter-camper-merry-christmas-39670,$6.00,883504396707,$5.40
#36566,Chunky Sitter - Merry Christmas,https://wholesale.primitivesbykathy.com/chunky-sitter-merry-christmas-36566,$6.00,883504365666,$5.40
#38720,Slat Box Sign - Snowman CutOut,https://wholesale.primitivesbykathy.com/slat-box-sign-snowman-cutout-38720,$12.50,883504387200,$11.25
#39546,Box Sign - German Shepherd,https://wholesale.primitivesbykathy.com/box-sign-german-shepherd-39546,$9.50,883504395465,$6.30
#39046,Dish Towel - I Could Keep This Kitchen Clean,https://wholesale.primitivesbykathy.com/dish-towel-i-could-keep-this-kitchen-clean-39046,$4.00,883504390460,$3.60
#37824,Enamel Pin - Best Sister Ever,https://wholesale.primitivesbykathy.com/enamel-pin-best-sister-ever-37824,$9.50,883504378246,$3.38
#34824,Garden Picks - Mom & Dad,https://wholesale.primitivesbykathy.com/garden-picks-mom-dad-34824,$9.50,883504348249,$2.70
#100076,Wooden Postcard - More Than Booze,https://wholesale.primitivesbykathy.com/wooden-postcard-more-than-booze-100076,$4.50,190134000769,$1.57
#33896,Pillow - I Sleep With Cats,https://wholesale.primitivesbykathy.com/pillow-i-sleep-with-cats-33896,$9.50,883504338967,$8.55
#101245,Block Sign - Flamingle To Some Christmas Jingles,https://wholesale.primitivesbykathy.com/block-sign-flamingle-to-some-christmas-jingles-101245,$4.50,190134012458,$4.05
#35231,Slat Box Sign - Family Rules,https://wholesale.primitivesbykathy.com/slat-box-sign-family-rules-35231,$28.00,883504352314,$25.20
#31923,Bedspread - Kantha,https://wholesale.primitivesbykathy.com/bedspread-kantha-31923,$25.00,883504319232,
#38677,Slat Box Sign - Boo Cut Out,https://wholesale.primitivesbykathy.com/slat-box-sign-boo-cut-out-38677,$12.50,883504386777,$7.20
#19477,Box Sign - We Live Here,https://wholesale.primitivesbykathy.com/box-sign-we-live-here-19477,$10.00,883504194778,$9.00
#36213,Swaddle Blanket - Stay Wild My Child,https://wholesale.primitivesbykathy.com/swaddle-blanket-stay-wild-my-child-36213,$12.50,883504362139,$11.25
#38300,Pillow - Flag,https://wholesale.primitivesbykathy.com/pillow-flag-38300,$14.50,883504383004,$15.75
#31561,Box Sign - Home Sweet,https://wholesale.primitivesbykathy.com/box-sign-home-sweet-31561,$12.50,883504315616,$11.25
#100905,Book Ends - Fox,https://wholesale.primitivesbykathy.com/book-ends-fox-100905,$14.50,190134009052,$13.05
#37038,Pillow Case - Wild And Free,https://wholesale.primitivesbykathy.com/pillow-case-wild-and-free-37038,$5.50,883504370387,$5.85
#37015,Pillow Case - Pray The Lord My Soul to Keep,https://wholesale.primitivesbykathy.com/pillow-case-pray-the-lord-my-soul-to-keep-37015,$6.50,883504370158,$5.85
#30452,String Art - I Left My heart In So Many Places,https://wholesale.primitivesbykathy.com/string-art-i-left-my-heart-in-so-many-places-30452,$19.50,883504304528,$17.55
#28225,Box Sign - Alaska,https://wholesale.primitivesbykathy.com/box-sign-alaska-28225,$19.50,883504282253,$17.55
#39066,Dish Towel - Believe In The Magic,https://wholesale.primitivesbykathy.com/dish-towel-believe-in-the-magic-39066,$5.50,883504390668,$4.95
#37184,Metal Wall Art - Prayers Go Up Blessings Come Down,https://wholesale.primitivesbykathy.com/metal-wall-art-prayers-go-up-blessings-come-down-37184,$8.50,883504371841,$7.65
#34602,Color Sign - LOVE,https://wholesale.primitivesbykathy.com/color-sign-love-34602,$3.50,883504346023,$4.50
#39011,Inset Photo Block - Live Your Best Life,https://wholesale.primitivesbykathy.com/inset-photo-block-live-your-best-life-39011,$3.50,883504390118,$3.15
#36307,String Art - I Love That You're My Mom,https://wholesale.primitivesbykathy.com/string-art-i-love-that-youre-my-mom-36307,$4.50,883504363075,$4.05
#34534,String Art - Lighthouse,https://wholesale.primitivesbykathy.com/string-art-lighthouse-34534,$11.00,883504345347,$9.90
#33106,Dish Towel - Home Christmas,https://wholesale.primitivesbykathy.com/dish-towel-home-christmas-33106,$5.50,883504331067,$4.95
#38764,Mini Easel - Don't Stop Until You're Proud,https://wholesale.primitivesbykathy.com/mini-easel-dont-stop-until-youre-proud-38764,$11.50,883504387644,$3.15
#28682,Pillow - Call Your Mom,https://wholesale.primitivesbykathy.com/pillow-call-your-mom-28682,$11.50,883504286824,$10.35
#37820,Enamel Pin - You Are My Main Squeeze,https://wholesale.primitivesbykathy.com/enamel-pin-you-are-my-main-squeeze-37820,$12.50,883504378208,$3.38
#101191,Dish Towel - Santa,https://wholesale.primitivesbykathy.com/dish-towel-santa-101191,$7.50,190134011918,$6.75
#39123,Pillow - Can't Touch This,https://wholesale.primitivesbykathy.com/pillow-cant-touch-this-39123,$21.50,883504391238,$19.35
#33828,Box Frame - It's Who You Have Beside You,https://wholesale.primitivesbykathy.com/box-frame-its-who-you-have-beside-you-33828,$12.50,883504338288,$11.25
#100673,Inset Box Sign - Our Nest Is Blessed,https://wholesale.primitivesbykathy.com/inset-box-sign-our-nest-is-blessed-100673,$11.50,190134006730,$10.35
#39773,Pillow - The Mountains Are Calling And I Must Go,https://wholesale.primitivesbykathy.com/pillow-the-mountains-are-calling-and-i-must-go-39773,$19.50,883504397735,$17.55
#101096,Inset Box Sign - Merry Christmas,https://wholesale.primitivesbykathy.com/inset-box-sign-merry-christmas-101096,$14.50,190134010966,$13.05
#31138,Box Sign - Nurses Are,https://wholesale.primitivesbykathy.com/box-sign-nurses-are-31138,$7.00,883504311380,$6.30
#32965,String Art - Heart Snowman,https://wholesale.primitivesbykathy.com/string-art-heart-snowman-32965,$10.50,883504329651,$9.45
#101186,Slat String Art - Mudcloth - Exhale Gratitude,https://wholesale.primitivesbykathy.com/slat-string-art-mudcloth-exhale-gratitude-101186,$10.50,190134011864,$9.45
#39635,Velvet Pillow - Love,https://wholesale.primitivesbykathy.com/velvet-pillow-love-39635,$19.50,883504396356,$17.55
#36826,String Art - Wild & Free,https://wholesale.primitivesbykathy.com/string-art-wild-free-36826,$9.50,883504368261,$8.55
#101402,Bottle Brush Wreath - Boho,https://wholesale.primitivesbykathy.com/bottle-brush-wreath-boho-101402,$11.50,190134014025,$10.35
#38847,Pillow - I Pledge Allegiance To The Flag,https://wholesale.primitivesbykathy.com/pillow-i-pledge-allegiance-to-the-flag-38847,$4.00,883504388474,$14.40
#37506,Slat Box Sign - Happiness Blooms From Within,https://wholesale.primitivesbykathy.com/slat-box-sign-happiness-blooms-from-within-37506,$4.00,883504375061,$7.20
#35944,Mug - Merry Christmas,https://wholesale.primitivesbykathy.com/mug-merry-christmas-35944,$6.50,883504359443,$5.85
#101279,Box Sign - I Love The Life That's Lived Here,https://wholesale.primitivesbykathy.com/box-sign-i-love-the-life-thats-lived-here-101279,$17.00,190134012793,$15.30
#31137,Box Sign - Nurses Are Angels,https://wholesale.primitivesbykathy.com/box-sign-nurses-are-angels-31137,$4.00,883504311373,$3.60
#18998,Box Sign - Wirless Connection,https://wholesale.primitivesbykathy.com/box-sign-wirless-connection-18998,$6.00,883504189989,$5.40
#101341,Stocking - Scandi Deer,https://wholesale.primitivesbykathy.com/stocking-scandi-deer-101341,$6.50,190134013417,$5.85
#38377,Box Sign - Dear Mom Love You More Than I Am,https://wholesale.primitivesbykathy.com/box-sign-dear-mom-love-you-more-than-i-am-38377,$13.50,883504383776,$5.17
#17426,Box Sign - Friends Will Help,https://wholesale.primitivesbykathy.com/box-sign-friends-will-help-17426,$7.00,883504174268,$6.30
#26519,Stitchery - Bit of Heaven,https://wholesale.primitivesbykathy.com/stitchery-bit-of-heaven-26519,$16.50,883504265195,$14.85
#28015,Ornament - Rhode Island,https://wholesale.primitivesbykathy.com/ornament-rhode-island-28015,$5.00,883504280150,$1.80
#100428,Block Sign - We Wish You A Beachy Christmas,https://wholesale.primitivesbykathy.com/block-sign-we-wish-you-a-beachy-christmas-100428,$5.00,190134004286,$4.50
#29860,Pillow - Happy Cow Dairy,https://wholesale.primitivesbykathy.com/pillow-happy-cow-dairy-29860,$13.50,883504298605,$12.15
#20990,Box Sign - My Wife,https://wholesale.primitivesbykathy.com/box-sign-my-wife-20990,$5.00,883504209908,$4.50
#101135,Wreath - Pine With Berries,https://wholesale.primitivesbykathy.com/wreath-pine-with-berries-101135,$15.50,190134011352,$13.95
#37868,Dish Towel - Blush Waffle,https://wholesale.primitivesbykathy.com/dish-towel-blush-waffle-37868,$13.50,883504378680,$5.85
#38190,Carved Sign - Beach House,https://wholesale.primitivesbykathy.com/carved-sign-beach-house-38190,$14.50,883504381901,$13.05
#27827,Pillow - Under the Mistletoe,https://wholesale.primitivesbykathy.com/pillow-under-the-mistletoe-27827,$11.50,883504278270,$10.35
#36494,Dish Towel Set - Falallama,https://wholesale.primitivesbykathy.com/dish-towel-set-falallama-36494,$7.50,883504364942,$6.75
#33136,Dish Towel - Coffee And A Whole Lot Of Jesus,https://wholesale.primitivesbykathy.com/dish-towel-coffee-and-a-whole-lot-of-jesus-33136,$5.50,883504331364,$4.95
#34807,Pillow - Deep South,https://wholesale.primitivesbykathy.com/pillow-deep-south-34807,$13.50,883504348072,$12.15
#18753,Box Sign - Money Isn't,https://wholesale.primitivesbykathy.com/box-sign-money-isnt-18753,$8.00,883504187534,$7.20
#36765,Slat Box Sign - My Blessings I Count You Twice,https://wholesale.primitivesbykathy.com/slat-box-sign-my-blessings-i-count-you-twice-36765,$5.00,883504367653,$4.50
#25273,Box Frame - In Your Heart,https://wholesale.primitivesbykathy.com/box-frame-in-your-heart-25273,$12.50,883504252737,$11.25
#39851,Runner - Cacti,https://wholesale.primitivesbykathy.com/runner-cacti-39851,$18.50,883504398510,$16.65
#24984,Box Sign - Poodle,https://wholesale.primitivesbykathy.com/box-sign-poodle-24984,$4.00,883504249843,$3.60
#39762,Box Sign - The Great Outdoors,https://wholesale.primitivesbykathy.com/box-sign-the-great-outdoors-39762,$5.50,883504397629,$11.25
#100824,Inset Box Sign - Better Not Pout,https://wholesale.primitivesbykathy.com/inset-box-sign-better-not-pout-100824,$7.50,190134008246,$6.75
#34870,Slat Box Sign - Merry Christmas,https://wholesale.primitivesbykathy.com/slat-box-sign-merry-christmas-34870,$5.50,883504348706,$4.95
#38856,Box Sign - Merry Christmas & Happy New Year,https://wholesale.primitivesbykathy.com/box-sign-merry-christmas-happy-new-year-38856,$9.50,883504388566,$8.55
#30434,Cork Holder - Good Friends And A Bottle Of Wine,https://wholesale.primitivesbykathy.com/cork-holder-good-friends-and-a-bottle-of-wine-30434,$9.75,883504304344,$8.78
#39889,Sign - Believe,https://wholesale.primitivesbykathy.com/sign-believe-39889,$24.50,883504398893,$22.05
#38834,Block Sign - America The Beautiful,https://wholesale.primitivesbykathy.com/block-sign-america-the-beautiful-38834,$5.00,883504388344,$4.50
#37125,Metal Wall Art - You Just Get Better,https://wholesale.primitivesbykathy.com/metal-wall-art-you-just-get-better-37125,$8.50,883504371254,$7.65
#38906,Chalk Sign - Be Full Of Joy,https://wholesale.primitivesbykathy.com/chalk-sign-be-full-of-joy-38906,$7.00,883504389068,$6.30
#100429,Block Sign - Seas & Greetings,https://wholesale.primitivesbykathy.com/block-sign-seas-greetings-100429,$4.50,190134004293,$4.05
#37935,Dish Towel - It's So Good To Be Home,https://wholesale.primitivesbykathy.com/dish-towel-its-so-good-to-be-home-37935,$7.50,883504379359,$6.75
#100199,Block Sign - Make Your Dreams Happen,https://wholesale.primitivesbykathy.com/block-sign-make-your-dreams-happen-100199,$3.50,190134001995,$3.15
#37764,Hanging Sign - I do me too,https://wholesale.primitivesbykathy.com/hanging-sign-i-do-me-too-37764,$5.50,883504377645,$5.40
#35057,Dish Towel Set - Drink Free,https://wholesale.primitivesbykathy.com/dish-towel-set-drink-free-35057,$7.50,883504350570,$6.75
#33114,Dish Towel - Tinsel Tangle,https://wholesale.primitivesbykathy.com/dish-towel-tinsel-tangle-33114,$5.50,883504331142,$4.95
#39634,Velvet Pillow - Peace,https://wholesale.primitivesbykathy.com/velvet-pillow-peace-39634,$17.50,883504396349,$15.75
#37758,Stake Sign - The I Do's,https://wholesale.primitivesbykathy.com/stake-sign-the-i-dos-37758,$5.50,883504377584,$8.55
#21385,Box Sign - Kitchen for Display,https://wholesale.primitivesbykathy.com/box-sign-kitchen-for-display-21385,$5.00,883504213851,$4.50
#21721,Hinged Box - Best Friends Because You Know Too,https://wholesale.primitivesbykathy.com/hinged-box-best-friends-because-you-know-too-21721,$5.50,883504217217,$4.95
#37912,Block Sign - Believe In Yourself,https://wholesale.primitivesbykathy.com/block-sign-believe-in-yourself-37912,$4.75,883504379120,$3.15
#34251,String Art - Never Stop Looking Up,https://wholesale.primitivesbykathy.com/string-art-never-stop-looking-up-34251,$5.00,883504342513,$4.50
#37648,Clock - The Best Is Yet To Come,https://wholesale.primitivesbykathy.com/clock-the-best-is-yet-to-come-37648,$38.50,883504376488,$34.65
#22689,Mini Box Sign Frame - Best Friends,https://wholesale.primitivesbykathy.com/mini-box-sign-frame-best-friends-22689,$3.00,883504226899,$2.70
#39890,Inset Box Sign - Home For The Holidays,https://wholesale.primitivesbykathy.com/inset-box-sign-home-for-the-holidays-39890,$17.00,883504398909,$15.30
#19169,Box Sign - Dust,https://wholesale.primitivesbykathy.com/box-sign-dust-19169,$6.00,883504191692,$5.40
#100249,Countdown - Days Until Vacation,https://wholesale.primitivesbykathy.com/countdown-days-until-vacation-100249,$1.75,190134002497,$3.15
#100578,Lg Pet Bandana - Adventure Dog,https://wholesale.primitivesbykathy.com/lg-pet-bandana-adventure-dog-100578,$4.75,190134005788,$4.28
#25297,Snowman Sitter - Green Vest,https://wholesale.primitivesbykathy.com/snowman-sitter-green-vest-25297,$5.50,883504252973,$4.95
#38635,Patch - Introverts Unite,https://wholesale.primitivesbykathy.com/patch-introverts-unite-38635,$14.50,883504386357,$2.25
#38767,List Notepad - Mom A Title Just Above Queen,https://wholesale.primitivesbykathy.com/list-notepad-mom-a-title-just-above-queen-38767,$1.75,883504387675,$1.57
#37570,Box Sign - How You Use Words May Cost You,https://wholesale.primitivesbykathy.com/box-sign-how-you-use-words-may-cost-you-37570,$6.00,883504375702,$5.40
#36074,Hook Board - The Stockings Were Hung,https://wholesale.primitivesbykathy.com/hook-board-the-stockings-were-hung-36074,$14.50,883504360746,$13.05
#37918,Block Sign - Go For It,https://wholesale.primitivesbykathy.com/block-sign-go-for-it-37918,$7.50,883504379182,$3.15
#35453,List Notepad - Don't Look Back,https://wholesale.primitivesbykathy.com/list-notepad-dont-look-back-35453,$7.50,883504354530,$1.57
#27297,Photo Clip Bar - His Boots,https://wholesale.primitivesbykathy.com/photo-clip-bar-his-boots-27297,$7.50,883504272971,$8.55
#29642,Pillow - Chop Wood,https://wholesale.primitivesbykathy.com/pillow-chop-wood-29642,$5.50,883504296427,$12.15
#38735,Zipper Pouch - Dream,https://wholesale.primitivesbykathy.com/zipper-pouch-dream-38735,$7.50,883504387354,$6.75
#33956,Chunky Word - Hope,https://wholesale.primitivesbykathy.com/chunky-word-hope-33956,$5.50,883504339568,$5.85
#35219,Slat Box Sign - Be Someones Sunshine,https://wholesale.primitivesbykathy.com/slat-box-sign-be-someones-sunshine-35219,$5.00,883504352192,$4.50
#35066,Trinket Tray - Bee,https://wholesale.primitivesbykathy.com/trinket-tray-bee-35066,$4.50,883504350662,$4.05
#39828,Dog Leash - Beware Of Kisses,https://wholesale.primitivesbykathy.com/dog-leash-beware-of-kisses-39828,$9.50,883504398282,$8.55
#25298,Snowman Sitter - Red Vest,https://wholesale.primitivesbykathy.com/snowman-sitter-red-vest-25298,$5.50,883504252980,$4.95
#100560,Bucket Set - Christmas Is Better At The Beach,https://wholesale.primitivesbykathy.com/bucket-set-christmas-is-better-at-the-beach-100560,$8.00,190134005603,$10.80
#39836,Box Sign - Let It Snow,https://wholesale.primitivesbykathy.com/box-sign-let-it-snow-39836,$8.00,883504398367,$7.20
#35225,Slat Box Sign - Treasure Your Dog,https://wholesale.primitivesbykathy.com/slat-box-sign-treasure-your-dog-35225,$7.50,883504352253,$6.75
#36660,Hinged Frame - Beautiful,https://wholesale.primitivesbykathy.com/hinged-frame-beautiful-36660,$6.00,883504366601,$5.40
#19651,Dish Towel - Good Moms,https://wholesale.primitivesbykathy.com/dish-towel-good-moms-19651,$4.00,883504196512,$3.60
#100312,Slat Hanger - Peace On Earth,https://wholesale.primitivesbykathy.com/slat-hanger-peace-on-earth-100312,$3.00,190134003128,$2.70
#39854,Pillow - Be You Tiful,https://wholesale.primitivesbykathy.com/pillow-be-you-tiful-39854,$15.50,883504398541,$13.95
#31992,Mouse - Wyatt Groom,https://wholesale.primitivesbykathy.com/mouse-wyatt-groom-31992,$4.00,883504319928,$3.60
#101301,Elephant - Happy,https://wholesale.primitivesbykathy.com/elephant-happy-101301,$6.00,190134013011,$5.40
