sku,title,URL,price,upc,discount
#34183,Trinket Tray - Hello Beautiful,https://wholesale.primitivesbykathy.com/trinket-tray-hello-beautiful-34183,$5.50,883504341837,$4.95
#39375,Dish Towel - Good Vibes,https://wholesale.primitivesbykathy.com/dish-towel-good-vibes-39375,$7.50,883504393751,$6.75
#100698,Square With Shelf,https://wholesale.primitivesbykathy.com/square-with-shelf-100698,$19.50,190134006983,$17.55
#38288,Pillow - My Home Away From Home,https://wholesale.primitivesbykathy.com/pillow-my-home-away-from-home-38288,$6.00,883504382885,$14.85
#36339,String Art - Fill Your Heart Without Trying,https://wholesale.primitivesbykathy.com/string-art-fill-your-heart-without-trying-36339,$6.00,883504363396,$5.40
#101127,Dish Towel - Embrace What Is Good,https://wholesale.primitivesbykathy.com/dish-towel-embrace-what-is-good-101127,$22.50,190134011277,$5.85
#100370,Pillow - Knit Buffalo Check,https://wholesale.primitivesbykathy.com/pillow-knit-buffalo-check-100370,$22.50,190134003708,$20.25
#30613,Shadow Box - Alcohol Salad,https://wholesale.primitivesbykathy.com/shadow-box-alcohol-salad-30613,$22.50,883504306133,$7.20
#34033,Color Sign - Intuition,https://wholesale.primitivesbykathy.com/color-sign-intuition-34033,$14.50,883504340335,$9.45
#39772,Pillow - Welcome To Our Neck Of The Woods,https://wholesale.primitivesbykathy.com/pillow-welcome-to-our-neck-of-the-woods-39772,$11.50,883504397728,$10.35
#38358,Small Arch Hook,https://wholesale.primitivesbykathy.com/small-arch-hook-38358,$2.25,883504383585,$2.02
#39800,Pillow Case - Life Is More Lovely At Lake,https://wholesale.primitivesbykathy.com/pillow-case-life-is-more-lovely-at-lake-39800,$6.50,883504398008,$5.85
#39707,Metal Caddy With Dividers,https://wholesale.primitivesbykathy.com/metal-caddy-with-dividers-39707,$14.50,883504397070,$13.05
#100702,Toilet Paper Shelf,https://wholesale.primitivesbykathy.com/toilet-paper-shelf-100702,$19.50,190134007027,$17.55
#35455,Sticky Notes - Happy Place,https://wholesale.primitivesbykathy.com/sticky-notes-happy-place-35455,$3.50,883504354554,$3.15
#36823,String Art - Never Stop Making Wishes,https://wholesale.primitivesbykathy.com/string-art-never-stop-making-wishes-36823,$11.50,883504368230,$10.35
#30449,String Art - Love You To The Moon & Back,https://wholesale.primitivesbykathy.com/string-art-love-you-to-the-moon-back-30449,$19.50,883504304498,$17.55
#72975,Enamel Pin - Feminist,https://wholesale.primitivesbykathy.com/enamel-pin-feminist-72975,$3.75,883504729758,$3.38
#33741,Dish Towel - Super Pennsylvania,https://wholesale.primitivesbykathy.com/dish-towel-super-pennsylvania-33741,$6.00,883504337410,$5.40
#38242,Slat Box Sign - Family Faith Freedom,https://wholesale.primitivesbykathy.com/slat-box-sign-family-faith-freedom-38242,$6.50,883504382427,$5.85
#37190,Metal Word - Grace,https://wholesale.primitivesbykathy.com/metal-word-grace-37190,$6.50,883504371902,$5.85
#33066,Color Sign - Dove Heart,https://wholesale.primitivesbykathy.com/color-sign-dove-heart-33066,$3.75,883504330664,$5.40
#72972,Enamel Pin - Can't Adult Today,https://wholesale.primitivesbykathy.com/enamel-pin-cant-adult-today-72972,$3.75,883504729727,$3.38
#37186,Metal Word - Happy Place,https://wholesale.primitivesbykathy.com/metal-word-happy-place-37186,$11.50,883504371865,$10.35
#34351,Slat Box Sign - Little Moments Make Best Memories,https://wholesale.primitivesbykathy.com/slat-box-sign-little-moments-make-best-memories-34351,$6.50,883504343510,$5.85
#39754,Pillow - Peace On Earth,https://wholesale.primitivesbykathy.com/pillow-peace-on-earth-39754,$15.00,883504397544,$13.50
#34916,Tin Buckets - Wonderful,https://wholesale.primitivesbykathy.com/tin-buckets-wonderful-34916,$12.00,883504349161,$10.80
#31179,Box Sign - To Your Students,https://wholesale.primitivesbykathy.com/box-sign-to-your-students-31179,$5.00,883504311793,$4.50
#17424,Box Sign - A True Friend,https://wholesale.primitivesbykathy.com/box-sign-a-true-friend-17424,$7.00,883504174244,$6.30
#32948,Box Sign - Snowflakes,https://wholesale.primitivesbykathy.com/box-sign-snowflakes-32948,$6.00,883504329484,$5.40
#29364,Snowman w/Wreath,https://wholesale.primitivesbykathy.com/snowman-w-wreath-29364,$7.50,883504293648,$6.75
#28230,Box Sign - Hawaii,https://wholesale.primitivesbykathy.com/box-sign-hawaii-28230,$10.50,883504282307,$9.45
#19058,Pillow - To The Moon And Back,https://wholesale.primitivesbykathy.com/pillow-to-the-moon-and-back-19058,$11.50,883504190589,$10.35
#27398,Tote Bag - Go Your Own Way,https://wholesale.primitivesbykathy.com/tote-bag-go-your-own-way-27398,$7.50,883504273985,$32.85
#32176,Color Sign - Serendipity,https://wholesale.primitivesbykathy.com/color-sign-serendipity-32176,$7.50,883504321761,$9.45
#28958,Wristlet - Getting Lost Is Half The Fun,https://wholesale.primitivesbykathy.com/wristlet-getting-lost-is-half-the-fun-28958,$9.00,883504289580,$8.10
#22656,Box Sign - Greatest Grandma,https://wholesale.primitivesbykathy.com/box-sign-greatest-grandma-22656,$5.00,883504226561,$4.50
#39986,Inset Box Frame - Our Happy Place,https://wholesale.primitivesbykathy.com/inset-box-frame-our-happy-place-39986,$24.50,883504399869,$10.35
#30838,Pillow - Not A Mermaid,https://wholesale.primitivesbykathy.com/pillow-not-a-mermaid-30838,$7.50,883504308380,$6.75
#35268,Slat Box Sign - Land I Love,https://wholesale.primitivesbykathy.com/slat-box-sign-land-i-love-35268,$5.00,883504352680,$4.50
#18651,Pillow - Santa Face (9 Stripes),https://wholesale.primitivesbykathy.com/pillow-santa-face-9-stripes-18651,$24.50,883504186513,$22.05
#37546,Box Sign - Earned The Love Of A German Shepherd,https://wholesale.primitivesbykathy.com/box-sign-earned-the-love-of-a-german-shepherd-37546,$4.50,883504375467,$4.05
#101223,Inset Slat Box Sign - Believe,https://wholesale.primitivesbykathy.com/inset-slat-box-sign-believe-101223,$15.00,190134012236,$13.50
#35872,Carved Sign - Thankful,https://wholesale.primitivesbykathy.com/carved-sign-thankful-35872,$4.50,883504358729,$16.65
#37428,Scarf - Floral,https://wholesale.primitivesbykathy.com/scarf-floral-37428,$4.50,883504374286,$9.00
#17946,Battery Operated String Lights - Stars,https://wholesale.primitivesbykathy.com/battery-operated-string-lights-stars-17946,$6.00,883504179461,
#21005,Box Sign - Flip Flops,https://wholesale.primitivesbykathy.com/box-sign-flip-flops-21005,$4.50,883504210058,$4.05
#39651,Stocking - Believe,https://wholesale.primitivesbykathy.com/stocking-believe-39651,$12.50,883504396516,$11.25
#33796,Box Sign - You Lived,https://wholesale.primitivesbykathy.com/box-sign-you-lived-33796,$6.00,883504337960,$5.40
#38554,Metal Wall Art - Our Home Away From Home,https://wholesale.primitivesbykathy.com/metal-wall-art-our-home-away-from-home-38554,$13.50,883504385541,$12.15
#36578,Bottle Tag - Fine Wine,https://wholesale.primitivesbykathy.com/bottle-tag-fine-wine-36578,$1.75,883504365789,$1.57
#22280,Chalk Sign - All You Need Is Love And A Cat,https://wholesale.primitivesbykathy.com/chalk-sign-all-you-need-is-love-and-a-cat-22280,$5.00,883504222808,$4.50
#27200,Box Sign - More Than Chocoalte,https://wholesale.primitivesbykathy.com/box-sign-more-than-chocoalte-27200,$4.00,883504272001,$3.60
#38810,Words of Wisdom - Dog,https://wholesale.primitivesbykathy.com/words-of-wisdom-dog-38810,$8.50,883504388108,$7.65
#17439,Box Sign - Better World,https://wholesale.primitivesbykathy.com/box-sign-better-world-17439,$10.00,883504174398,$9.00
#37669,Pillow - Love Lives Here,https://wholesale.primitivesbykathy.com/pillow-love-lives-here-37669,$11.50,883504376693,$10.35
#37970,Enamel Pin - Chocolate Doesn't Ask Questions,https://wholesale.primitivesbykathy.com/enamel-pin-chocolate-doesnt-ask-questions-37970,$2.00,883504379700,$3.38
#38491,Inset Box Sign - Jesus Lives Here Too,https://wholesale.primitivesbykathy.com/inset-box-sign-jesus-lives-here-too-38491,$5.00,883504384919,$4.50
#39084,Dish Towel Set - Let's Party Our Tails Off,https://wholesale.primitivesbykathy.com/dish-towel-set-lets-party-our-tails-off-39084,$7.50,883504390842,$6.75
#39551,Box Sign - Beagle,https://wholesale.primitivesbykathy.com/box-sign-beagle-39551,$7.00,883504395519,$6.30
#34032,Color Sign - Connection,https://wholesale.primitivesbykathy.com/color-sign-connection-34032,$4.75,883504340328,$7.65
#38894,Journal - Your Heart Will Lead You Home,https://wholesale.primitivesbykathy.com/journal-your-heart-will-lead-you-home-38894,$6.50,883504388948,$5.85
#32506,Ornament - Believe Bulb,https://wholesale.primitivesbykathy.com/ornament-believe-bulb-32506,$2.00,883504325066,$1.80
#38806,Box Sign - Faith Family Freedom,https://wholesale.primitivesbykathy.com/box-sign-faith-family-freedom-38806,$6.00,883504388061,$5.40
#100571,Sm Pet Bandana - Beach Dog,https://wholesale.primitivesbykathy.com/sm-pet-bandana-beach-dog-100571,$4.75,190134005719,$4.28
#28464,Box Sign - Chocolate Cheaper,https://wholesale.primitivesbykathy.com/box-sign-chocolate-cheaper-28464,$6.00,883504284646,$5.40
#25411,Wooden Postcard - Love You Mom,https://wholesale.primitivesbykathy.com/wooden-postcard-love-you-mom-25411,$1.75,883504254113,$1.57
#38353,Extra Large Plain S Hook,https://wholesale.primitivesbykathy.com/extra-large-plain-s-hook-38353,$2.25,883504383530,$2.02
#34414,Color Sign - Color Drunk,https://wholesale.primitivesbykathy.com/color-sign-color-drunk-34414,$14.50,883504344142,$5.40
#36097,Giving Plate - Merry Christmas,https://wholesale.primitivesbykathy.com/giving-plate-merry-christmas-36097,$14.50,883504360975,$13.05
#37533,Box Sign - Only In Cat's World To Open Cans,https://wholesale.primitivesbykathy.com/box-sign-only-in-cats-world-to-open-cans-37533,$4.00,883504375337,$3.60
#38106,Metal Wall Art - There Will Be Miracles,https://wholesale.primitivesbykathy.com/metal-wall-art-there-will-be-miracles-38106,$9.50,883504381062,$8.55
#38836,Block Sign - Let Freedom Ring,https://wholesale.primitivesbykathy.com/block-sign-let-freedom-ring-38836,$4.00,883504388368,$3.60
#36681,Runner - Arrows,https://wholesale.primitivesbykathy.com/runner-arrows-36681,$18.50,883504366816,$10.80
#36587,Dish Towel - Have Wine,https://wholesale.primitivesbykathy.com/dish-towel-have-wine-36587,$4.00,883504365871,$3.60
#101045,Metal Word - Believe,https://wholesale.primitivesbykathy.com/metal-word-believe-101045,$7.00,190134010454,$6.30
#26397,Gray Box Sign - You Are Loved,https://wholesale.primitivesbykathy.com/gray-box-sign-you-are-loved-26397,$7.00,883504263979,$6.30
#37840,Block Sign - This Too Shall Pass,https://wholesale.primitivesbykathy.com/block-sign-this-too-shall-pass-37840,$4.50,883504378406,$4.05
#25211,Box Sign - Everyday is Weekend,https://wholesale.primitivesbykathy.com/box-sign-everyday-is-weekend-25211,$5.00,883504252119,$4.50
#38189,Carved Sign - Mermaid Life,https://wholesale.primitivesbykathy.com/carved-sign-mermaid-life-38189,$18.50,883504381895,$16.65
#101369,Mini Frame - Merry Christmas,https://wholesale.primitivesbykathy.com/mini-frame-merry-christmas-101369,$3.00,190134013691,$2.70
#22284,Chalk Sign - Love You To The Moon And Back,https://wholesale.primitivesbykathy.com/chalk-sign-love-you-to-the-moon-and-back-22284,$8.00,883504222846,$15.30
#36890,Box Frame - And a Horse,https://wholesale.primitivesbykathy.com/box-frame-and-a-horse-36890,$10.00,883504368902,$9.00
#24908,Magnets - Mini Ball Red,https://wholesale.primitivesbykathy.com/magnets-mini-ball-red-24908,$5.50,883504249089,$4.95
#35374,Glass Ornament - Flamingo,https://wholesale.primitivesbykathy.com/glass-ornament-flamingo-35374,$8.50,883504353748,$7.65
#37378,Enamel Pin - Too Hard To Handle,https://wholesale.primitivesbykathy.com/enamel-pin-too-hard-to-handle-37378,$8.00,883504373784,$3.38
#21465,Box Sign - Sitting Next To You,https://wholesale.primitivesbykathy.com/box-sign-sitting-next-to-you-21465,$8.00,883504214650,$7.20
#33404,Box Sign - Read Me a Story,https://wholesale.primitivesbykathy.com/box-sign-read-me-a-story-33404,$10.00,883504334044,$19.80
#28156,Garland - It's A Girl,https://wholesale.primitivesbykathy.com/garland-its-a-girl-28156,$3.00,883504281560,$8.55
#38555,Metal Word - On Beach Time,https://wholesale.primitivesbykathy.com/metal-word-on-beach-time-38555,$10.00,883504385558,$9.00
#36859,Velvet Pouch - Love,https://wholesale.primitivesbykathy.com/velvet-pouch-love-36859,$7.50,883504368599,$6.75
#37637,Hinged Box - Prayer Box,https://wholesale.primitivesbykathy.com/hinged-box-prayer-box-37637,$5.50,883504376372,$4.95
#16381,Berry Twig - 60L Small,https://wholesale.primitivesbykathy.com/berry-twig-60l-small-16381,$16.50,883504163811,
#36477,Stitched Block - I Like About People Their Pets,https://wholesale.primitivesbykathy.com/stitched-block-i-like-about-people-their-pets-36477,$2.75,883504364775,$2.48
#100447,Mini Frame - Enjoy A Cozy Christmas,https://wholesale.primitivesbykathy.com/mini-frame-enjoy-a-cozy-christmas-100447,$3.00,190134004477,$2.70
#33740,Dish Towel - Super Oklahoma,https://wholesale.primitivesbykathy.com/dish-towel-super-oklahoma-33740,$6.00,883504337403,$5.40
#101376,List Notepad - Deer,https://wholesale.primitivesbykathy.com/list-notepad-deer-101376,$1.75,190134013769,$1.57
#37769,Stake - Medium Mushroom,https://wholesale.primitivesbykathy.com/stake-medium-mushroom-37769,$5.00,883504377690,$2.25
#31257,Hanging Decor - Kitchen Rules,https://wholesale.primitivesbykathy.com/hanging-decor-kitchen-rules-31257,$9.50,883504312578,$8.55
#21820,Glass Ornament - Ice Skates,https://wholesale.primitivesbykathy.com/glass-ornament-ice-skates-21820,$3.75,883504218207,$3.38
#37995,Enamel Pin - Cats & Wine Make Everything Fine,https://wholesale.primitivesbykathy.com/enamel-pin-cats-wine-make-everything-fine-37995,$3.75,883504379953,$3.38
#39743,Box Sign - A Thrill Of Hope A Weary World Rejoices,https://wholesale.primitivesbykathy.com/box-sign-a-thrill-of-hope-a-weary-world-rejoices-39743,$5.00,883504397438,$12.60
#36061,Mini Frame - Together,https://wholesale.primitivesbykathy.com/mini-frame-together-36061,$3.00,883504360616,$2.70
#100717,Dachshund - Antlers,https://wholesale.primitivesbykathy.com/dachshund-antlers-100717,$5.00,190134007171,$4.50
#31950,Ornament - Cmas Greetings,https://wholesale.primitivesbykathy.com/ornament-cmas-greetings-31950,$2.00,883504319508,$1.80
#38952,Pick - Cement Rose,https://wholesale.primitivesbykathy.com/pick-cement-rose-38952,$14.50,883504389525,$2.25
#100360,Pet Charm - Don't Fence Me In,https://wholesale.primitivesbykathy.com/pet-charm-dont-fence-me-in-100360,$3.75,190134003609,$3.38
#39654,Ornament - Be Bright,https://wholesale.primitivesbykathy.com/ornament-be-bright-39654,$2.50,883504396547,$2.25
#34171,Trinket Tray - You're the Mom,https://wholesale.primitivesbykathy.com/trinket-tray-youre-the-mom-34171,$5.00,883504341714,$4.50
#34161,Dish Towel - In A Very Committed Relationship,https://wholesale.primitivesbykathy.com/dish-towel-in-a-very-committed-relationship-34161,$4.50,883504341615,$4.05
#38434,Box Sign - If I Ever Meet a Mermaid,https://wholesale.primitivesbykathy.com/box-sign-if-i-ever-meet-a-mermaid-38434,$5.00,883504384346,$4.50
#35796,LED Slat Sign - Merry,https://wholesale.primitivesbykathy.com/led-slat-sign-merry-35796,$14.50,883504357968,$13.05
#29390,Glass Ornament - Santa,https://wholesale.primitivesbykathy.com/glass-ornament-santa-29390,$5.00,883504293907,$4.50
#101274,Box Sign - No Beauty Shines Brighter Good Heart,https://wholesale.primitivesbykathy.com/box-sign-no-beauty-shines-brighter-good-heart-101274,$8.00,190134012748,$7.20
#33181,String Art - Let The Sky Be The Limit,https://wholesale.primitivesbykathy.com/string-art-let-the-sky-be-the-limit-33181,$2.25,883504331814,$20.25
#36993,Stitched Block - Skippin' Rocks Kind of Day,https://wholesale.primitivesbykathy.com/stitched-block-skippin-rocks-kind-of-day-36993,$14.50,883504369930,$2.48
#36783,Slat Box Sign - My Kids Have Paws,https://wholesale.primitivesbykathy.com/slat-box-sign-my-kids-have-paws-36783,$7.00,883504367837,$6.30
#38996,Inset Photo Block - It Was Always You,https://wholesale.primitivesbykathy.com/inset-photo-block-it-was-always-you-38996,$4.00,883504389969,$3.60
#38243,Slat Box Sign - Beach House Memories Begin Here,https://wholesale.primitivesbykathy.com/slat-box-sign-beach-house-memories-begin-here-38243,$14.50,883504382434,$13.05
#38363,Drawer Pull Handle,https://wholesale.primitivesbykathy.com/drawer-pull-handle-38363,$2.25,883504383639,$2.02
#29058,Runner - Up On the Rooftop,https://wholesale.primitivesbykathy.com/runner-up-on-the-rooftop-29058,$14.50,883504290586,$14.85
#30544,Embroidered Dish Towel - MO,https://wholesale.primitivesbykathy.com/embroidered-dish-towel-mo-30544,$14.50,883504305440,$5.85
#29355,Glass Ornament - Mermaid,https://wholesale.primitivesbykathy.com/glass-ornament-mermaid-29355,$6.00,883504293556,$5.40
#101451,String Lights - Alpaca,https://wholesale.primitivesbykathy.com/string-lights-alpaca-101451,$8.50,190134014513,
#23312,Ornament - St. Pat's,https://wholesale.primitivesbykathy.com/ornament-st-pats-23312,$1.75,883504233125,$1.57
#38917,Dish Towel - Take Time To Make Your Soul Happy,https://wholesale.primitivesbykathy.com/dish-towel-take-time-to-make-your-soul-happy-38917,$4.00,883504389174,$3.60
#38255,Inset Box Sign - Warm Rays And Sunny Days,https://wholesale.primitivesbykathy.com/inset-box-sign-warm-rays-and-sunny-days-38255,$5.00,883504382557,$8.10
#101084,Christmas Seagull,https://wholesale.primitivesbykathy.com/christmas-seagull-101084,$5.00,190134010843,$4.50
#101398,Ornament - Orange Mix Confetti Stars,https://wholesale.primitivesbykathy.com/ornament-orange-mix-confetti-stars-101398,$2.00,190134013981,$1.80
#38866,Inset Box Sign - Welcome Our Neck Of The Woods,https://wholesale.primitivesbykathy.com/inset-box-sign-welcome-our-neck-of-the-woods-38866,$17.00,883504388665,$15.30
#36968,Box Sign - Be Fearless In Your Pursuit,https://wholesale.primitivesbykathy.com/box-sign-be-fearless-in-your-pursuit-36968,$14.00,883504369688,$16.65
#35252,Carved Sign - Farmer's Market,https://wholesale.primitivesbykathy.com/carved-sign-farmers-market-35252,$14.00,883504352529,$22.05
#101330,Ornament - Merry Christmas With Love,https://wholesale.primitivesbykathy.com/ornament-merry-christmas-with-love-101330,$5.00,190134013301,$4.50
#31753,Box Sign - Eat Things,https://wholesale.primitivesbykathy.com/box-sign-eat-things-31753,$1.75,883504317535,$12.60
#27081,Pillow - Carried Away,https://wholesale.primitivesbykathy.com/pillow-carried-away-27081,$1.75,883504270816,$14.85
#100278,Pillow - I Dream of Shiplap Chippy Paint,https://wholesale.primitivesbykathy.com/pillow-i-dream-of-shiplap-chippy-paint-100278,$13.50,190134002787,$12.15
#21642,Mug - Sandy Feet,https://wholesale.primitivesbykathy.com/mug-sandy-feet-21642,$6.50,883504216425,$5.85
#21241,Box Sign - Live Your Life,https://wholesale.primitivesbykathy.com/box-sign-live-your-life-21241,$14.00,883504212410,$12.60
#31678,Bottle Tag - Red Merlot,https://wholesale.primitivesbykathy.com/bottle-tag-red-merlot-31678,$1.75,883504316781,$1.57
#39100,Wall Hanging - Dreamer,https://wholesale.primitivesbykathy.com/wall-hanging-dreamer-39100,$19.50,883504391009,$17.55
#28813,Fabric Runner - JOY,https://wholesale.primitivesbykathy.com/fabric-runner-joy-28813,$2.75,883504288132,$14.85
#35380,Glass Ornament - Seal,https://wholesale.primitivesbykathy.com/glass-ornament-seal-35380,$2.75,883504353809,$5.85
#33987,Stitched Block - Love You More,https://wholesale.primitivesbykathy.com/stitched-block-love-you-more-33987,$2.75,883504339872,$2.48
#35937,Chunky Sitter - Let It Snow,https://wholesale.primitivesbykathy.com/chunky-sitter-let-it-snow-35937,$4.50,883504359375,$4.05
#101396,Ornament - Boho Stripes,https://wholesale.primitivesbykathy.com/ornament-boho-stripes-101396,$2.75,190134013967,$2.48
#32231,Color Sign - Your Dreams,https://wholesale.primitivesbykathy.com/color-sign-your-dreams-32231,$7.50,883504322317,$8.55
#32890,Bottle Tag - Good Wine,https://wholesale.primitivesbykathy.com/bottle-tag-good-wine-32890,$7.50,883504328906,$1.35
#34347,Metal Wall Art - Love Dwells,https://wholesale.primitivesbykathy.com/metal-wall-art-love-dwells-34347,$7.50,883504343473,$6.75
#32283,Ornament Set - Santa Tin,https://wholesale.primitivesbykathy.com/ornament-set-santa-tin-32283,$7.50,883504322836,$6.75
#32850,Box Sign - Let It Snow,https://wholesale.primitivesbykathy.com/box-sign-let-it-snow-32850,$5.00,883504328500,$4.50
#25166,Box Sign - Promoted To Grandpa,https://wholesale.primitivesbykathy.com/box-sign-promoted-to-grandpa-25166,$5.00,883504251662,$4.50
#39741,Pillow - Be Colorful & Bold,https://wholesale.primitivesbykathy.com/pillow-be-colorful-bold-39741,$7.50,883504397414,$16.65
#36744,Box Sign - Wine Football,https://wholesale.primitivesbykathy.com/box-sign-wine-football-36744,$22.50,883504367448,$4.95
#37376,Glass Ornament - Bride's Dress,https://wholesale.primitivesbykathy.com/glass-ornament-brides-dress-37376,$7.00,883504373760,$6.30
#30804,Dish Towel - This House,https://wholesale.primitivesbykathy.com/dish-towel-this-house-30804,$4.00,883504308045,$3.60
#30559,Wall Decor - Tin USA,https://wholesale.primitivesbykathy.com/wall-decor-tin-usa-30559,$22.50,883504305594,$20.25
#39592,Dish Towel - Farm Sweet Farm,https://wholesale.primitivesbykathy.com/dish-towel-farm-sweet-farm-39592,$7.50,883504395922,$6.75
#30055,Box Sign - Support Your Local Farmers,https://wholesale.primitivesbykathy.com/box-sign-support-your-local-farmers-30055,$3.50,883504300551,$15.30
#36164,Woven Wall Hanging - Nomad,https://wholesale.primitivesbykathy.com/woven-wall-hanging-nomad-36164,$17.50,883504361644,$15.75
#27555,Box Sign - Families Are Like Branches On A Tree,https://wholesale.primitivesbykathy.com/box-sign-families-are-like-branches-on-a-tree-27555,$9.50,883504275552,$8.55
#100032,Wooden Postcard - Santa Gets,https://wholesale.primitivesbykathy.com/wooden-postcard-santa-gets-100032,$3.50,190134000325,$1.57
#22288,Chalk Sign - I Love That You're My Sister,https://wholesale.primitivesbykathy.com/chalk-sign-i-love-that-youre-my-sister-22288,$5.00,883504222884,$4.50
#37808,Enamel Pin - Coffee Is Like A Hug in a Mug,https://wholesale.primitivesbykathy.com/enamel-pin-coffee-is-like-a-hug-in-a-mug-37808,$17.50,883504378086,$3.38
#37982,Enamel Pin - Life Isn't A Fairy Tale,https://wholesale.primitivesbykathy.com/enamel-pin-life-isnt-a-fairy-tale-37982,$5.00,883504379823,$3.38
#25169,Box Sign - Can't Imagine,https://wholesale.primitivesbykathy.com/box-sign-cant-imagine-25169,$3.50,883504251693,$3.15
#23934,Tin Sign - Sleigh Rides (Red),https://wholesale.primitivesbykathy.com/tin-sign-sleigh-rides-red-23934,$3.50,883504239349,$3.15
#37160,Box Sign - Third Cupcake,https://wholesale.primitivesbykathy.com/box-sign-third-cupcake-37160,$4.50,883504371605,$4.05
#37815,Enamel Pin - You Are Strange & Wonderful,https://wholesale.primitivesbykathy.com/enamel-pin-you-are-strange-wonderful-37815,$3.75,883504378154,$3.38
#27340,Box Sign - Take Vacations,https://wholesale.primitivesbykathy.com/box-sign-take-vacations-27340,$9.50,883504273404,$8.55
#38606,Stand Up - Goat,https://wholesale.primitivesbykathy.com/stand-up-goat-38606,$3.00,883504386067,$2.70
#27994,Ornament - Louisiana,https://wholesale.primitivesbykathy.com/ornament-louisiana-27994,$7.00,883504279949,$1.80
#38934,Cement Bean Pot With Base Set,https://wholesale.primitivesbykathy.com/cement-bean-pot-with-base-set-38934,$16.50,883504389341,$14.85
#35251,Carved Sign - Beach House,https://wholesale.primitivesbykathy.com/carved-sign-beach-house-35251,$18.50,883504352512,$16.65
#33953,Color Sign - Peace,https://wholesale.primitivesbykathy.com/color-sign-peace-33953,$17.50,883504339537,$5.40
#28489,Box Sign - Momster,https://wholesale.primitivesbykathy.com/box-sign-momster-28489,$7.00,883504284899,$6.30
#28666,Box Sign - Children Meow,https://wholesale.primitivesbykathy.com/box-sign-children-meow-28666,$5.00,883504286664,$4.50
#36841,Macrame Necklace - Criss Cross,https://wholesale.primitivesbykathy.com/macrame-necklace-criss-cross-36841,$17.50,883504368414,$3.60
#21113,Box Sign - At The Lake,https://wholesale.primitivesbykathy.com/box-sign-at-the-lake-21113,$5.00,883504211130,$4.50
#39853,Pillow - Adventure Awaits,https://wholesale.primitivesbykathy.com/pillow-adventure-awaits-39853,$12.00,883504398534,$10.80
#35271,Slat Box Sign - Grateful - Thankful - Blessed,https://wholesale.primitivesbykathy.com/slat-box-sign-grateful-thankful-blessed-35271,$4.00,883504352710,$12.60
#36163,Woven Wall Hanging - Wanderer,https://wholesale.primitivesbykathy.com/woven-wall-hanging-wanderer-36163,$17.50,883504361637,$15.75
#18559,Silver Glitter Snowflake - Large,https://wholesale.primitivesbykathy.com/silver-glitter-snowflake-large-18559,$3.00,883504185592,$2.70
#35348,Dish Towel - Dirty Hands Good Life,https://wholesale.primitivesbykathy.com/dish-towel-dirty-hands-good-life-35348,$4.00,883504353489,$3.60
#38915,Dish Towel - Moms Make Life Beautiful,https://wholesale.primitivesbykathy.com/dish-towel-moms-make-life-beautiful-38915,$4.00,883504389150,$3.60
#39313,Macrame - Small Dip-Dye Pink,https://wholesale.primitivesbykathy.com/macrame-small-dip-dye-pink-39313,$12.50,883504393133,$11.25
#39555,Coaster Set - Frenchie,https://wholesale.primitivesbykathy.com/coaster-set-frenchie-39555,$8.50,883504395557,$6.75
#26075,Country Stocking Set,https://wholesale.primitivesbykathy.com/country-stocking-set-26075,$8.50,883504260756,$7.65
#100489,Ornament - Christmas Is Better At The Beach,https://wholesale.primitivesbykathy.com/ornament-christmas-is-better-at-the-beach-100489,$3.50,190134004897,$3.15
#37423,Placemat - Floral,https://wholesale.primitivesbykathy.com/placemat-floral-37423,$4.00,883504374231,$3.60
#32873,Stone Coaster Set - Christmas,https://wholesale.primitivesbykathy.com/stone-coaster-set-christmas-32873,$7.50,883504328739,$6.75
#37844,Mini Easel - Hope Always,https://wholesale.primitivesbykathy.com/mini-easel-hope-always-37844,$4.00,883504378444,$3.15
#36171,Woven Wall Hanging -Voyager,https://wholesale.primitivesbykathy.com/woven-wall-hanging-voyager-36171,$7.00,883504361712,$15.75
#37154,Box Sign - Stethoscope,https://wholesale.primitivesbykathy.com/box-sign-stethoscope-37154,$4.00,883504371544,$3.60
#31213,Box Sign - Lives Here With,https://wholesale.primitivesbykathy.com/box-sign-lives-here-with-31213,$6.00,883504312134,$5.40
#34836,Slat Sign - Ring Bell,https://wholesale.primitivesbykathy.com/slat-sign-ring-bell-34836,$7.00,883504348362,$2.48
#72966,Enamel Pin - Choose Happy,https://wholesale.primitivesbykathy.com/enamel-pin-choose-happy-72966,$3.75,883504729666,$3.38
#23549,Box Sign - Calls Me Dad,https://wholesale.primitivesbykathy.com/box-sign-calls-me-dad-23549,$4.00,883504235495,$3.60
#31543,Small Wristlet - Life Takes You To Unexpected,https://wholesale.primitivesbykathy.com/small-wristlet-life-takes-you-to-unexpected-31543,$7.00,883504315432,$6.30
#35256,Carved Sign - Gather,https://wholesale.primitivesbykathy.com/carved-sign-gather-35256,$17.50,883504352567,$13.05
#19513,Box Sign - Next Chapter,https://wholesale.primitivesbykathy.com/box-sign-next-chapter-19513,$7.00,883504195133,$6.30
#37146,Bottle Tag - Private Island,https://wholesale.primitivesbykathy.com/bottle-tag-private-island-37146,$1.75,883504371469,$1.57
#36353,String Art - Take Me To The Desert,https://wholesale.primitivesbykathy.com/string-art-take-me-to-the-desert-36353,$5.00,883504363532,$4.95
